recipe_name,aggregateRating,flavors,willMakeAgainPct,reviewsCount,url
Chocolate-Filled Almond Macaroons,3.22,['almond' 'chocolate' 'orange'],78,9,/recipes/food/views/chocolate-filled-almond-macaroons-2684
Cinnamon-Chocolate Ribbon Cake,2.87,['chocolate' 'cinnamon' 'vanilla'],75,14,/recipes/food/views/cinnamon-chocolate-ribbon-cake-1278
Black Bottom Banana Cream Pie,3.14,['banana' 'chocolate' 'rum' 'vanilla'],77,25,/recipes/food/views/black-bottom-banana-cream-pie-2696
Almond Meringue Torte with Lemon and Strawberry Filling,2.8,['almond' 'lemon' 'strawberry'],50,4,/recipes/food/views/almond-meringue-torte-with-lemon-and-strawberry-filling-5115
Wild Blueberry Pie,3.16,['blueberry' 'lemon' 'nutmeg'],81,30,/recipes/food/views/wild-blueberry-pie-12284
Polenta Pudding with Blackberry Compote and Mascarpone Cream,3.5,['blackberry' 'vanilla'],88,7,/recipes/food/views/polenta-pudding-with-blackberry-compote-and-mascarpone-cream-15214
Apricot Souffles with Vanilla Rum Crème Anglaise,3.63,['apricot' 'lemon' 'rum' 'vanilla'],92,12,/recipes/food/views/apricot-souffles-with-vanilla-rum-creme-anglaise-11814
Cinnamon Nutmeg Tuiles,2.83,['cinnamon' 'nutmeg'],86,7,/recipes/food/views/cinnamon-nutmeg-tuiles-15704
Double-Dipped Strawberries,3.73,['chocolate' 'strawberry'],98,48,/recipes/food/views/double-dipped-strawberries-1211
Double-Delicious Dark Chocolate Delight McMillion,2.0,['chocolate' 'cinnamon' 'vanilla'],100,1,/recipes/food/views/double-delicious-dark-chocolate-delight-mcmillion-15515
Pumpkin-Sour Cream Custard Pie,3.15,['cinnamon' 'clove' 'ginger' 'nutmeg' 'pumpkin'],64,11,/recipes/food/views/pumpkin-sour-cream-custard-pie-2596
Three-Nut Pie with Cranberries,3.38,['almond' 'cranberry' 'pecan' 'vanilla' 'walnut'],86,11,/recipes/food/views/three-nut-pie-with-cranberries-2692
Individual Pear and Maple Cobblers,3.2,['maple' 'nutmeg' 'pear' 'vanilla'],80,5,/recipes/food/views/individual-pear-and-maple-cobblers-2698
Walnut and Coffee Tart with Coffee Cream,0.0,['coffee' 'walnut'],0,0,/recipes/food/views/walnut-and-coffee-tart-with-coffee-cream-1292
Brandy Snap Twirls,3.0,['clove' 'ginger'],100,5,/recipes/food/views/brandy-snap-twirls-14097
Frozen Lime Cream,0.0,['lime'],0,0,/recipes/food/views/frozen-lime-cream-5328
Cinderella Cheesecake,2.64,['chocolate' 'peanut' 'vanilla'],64,12,/recipes/food/views/cinderella-cheesecake-1156
Apple Cobbler Cake,2.83,['apple' 'cinnamon' 'lemon' 'vanilla'],71,34,/recipes/food/views/apple-cobbler-cake-5248
Baked Apples with Apricot and Walnut Filling,2.67,['apple' 'apricot' 'orange' 'walnut'],100,3,/recipes/food/views/baked-apples-with-apricot-and-walnut-filling-10716
Mulled Apple Cider Sorbet,2.8,['apple' 'cinnamon' 'lemon'],75,4,/recipes/food/views/mulled-apple-cider-sorbet-10715
Anise Fritters with Four-Fruit Compote,4.0,['apricot' 'grape' 'mint' 'pineapple' 'strawberry' 'vanilla'],0,0,/recipes/food/views/anise-fritters-with-four-fruit-compote-1083
Fallen Chocolate Cake Squares à la Mode with Butterscotch Sauce,3.17,['chocolate' 'cocoa' 'coffee' 'vanilla'],83,6,/recipes/food/views/fallen-chocolate-cake-squares-a-la-mode-with-butterscotch-sauce-14038
Sour Cream Chocolate Cake,3.11,['chocolate' 'cocoa' 'vanilla'],65,37,/recipes/food/views/sour-cream-chocolate-cake-13723
Banana Rum Ice Cream,2.5,['banana' 'rum' 'vanilla'],0,1,/recipes/food/views/banana-rum-ice-cream-15326
Pound Cake with Fresh Strawberries and Balsamic Sabayon,2.0,['strawberry'],100,1,/recipes/food/views/pound-cake-with-fresh-strawberries-and-balsamic-sabayon-5252
Maple Caramel Sauce,2.67,['maple'],75,7,/recipes/food/views/maple-caramel-sauce-914
Balsamic Strawberries with Whipped Mascarpone Cheese,3.74,['lemon' 'mascarpone' 'strawberry' 'vanilla'],94,71,/recipes/food/views/balsamic-strawberries-with-whipped-mascarpone-cheese-105321
Quinoa Pudding,2.88,['cinnamon' 'honey' 'raisin' 'vanilla' 'walnut'],94,17,/recipes/food/views/quinoa-pudding-107390
Blueberry Crisp with Oatmeal and Almond Topping,3.34,['almond' 'blueberry' 'cinnamon' 'oat' 'vanilla'],91,41,/recipes/food/views/blueberry-crisp-with-oatmeal-and-almond-topping-105370
Raspberry Sour Cream Tart,3.6,['graham_cracker' 'lemon' 'raspberry' 'vanilla'],93,118,/recipes/food/views/raspberry-sour-cream-tart-105330
Chocolate Earl Grey Truffles,3.48,['chocolate' 'cocoa' 'earl_grey'],89,53,/recipes/food/views/chocolate-earl-grey-truffles-107440
Cinnamon-Blueberry Crunch,2.14,['blueberry' 'cinnamon' 'lemon' 'vanilla'],57,7,/recipes/food/views/cinnamon-blueberry-crunch-105322
"Pear, Cherry, and Pine Nut Tartlets",3.0,['almond' 'apricot' 'cherry' 'pear'],100,4,/recipes/food/views/pear-cherry-and-pine-nut-tartlets-107535
Honey-Brandy Oranges,2.75,['brandy' 'honey' 'orange'],60,4,/recipes/food/views/honey-brandy-oranges-107171
Warm Chocolate Tart,2.8200000000000003,['chocolate'],64,11,/recipes/food/views/warm-chocolate-tart-107536
Incredible Melted Ice-Cream Cake,2.61,['marshmallow'],62,41,/recipes/food/views/incredible-melted-ice-cream-cake-102834
"Red, White, and Blueberry Ice Cream Sundaes",4.0,['blueberry' 'lemon' 'pecan' 'raspberry' 'strawberry' 'vanilla'],100,1,/recipes/food/views/red-white-and-blueberry-ice-cream-sundaes-105328
Peanut Butter Cheesecake with Peanut Brittle,3.0,['apricot' 'peanut' 'vanilla'],76,20,/recipes/food/views/peanut-butter-cheesecake-with-peanut-brittle-107885
Guinness Stout Ginger Cake,3.59,['cardamom' 'cinnamon' 'clove' 'ginger' 'nutmeg'],92,66,/recipes/food/views/guinness-stout-ginger-cake-105881
Spiced Apple Cake,0.0,['allspice' 'brandy' 'cinnamon' 'clove' 'vanilla'],0,0,/recipes/food/views/spiced-apple-cake-103979
Frozen Praline Souffles,3.54,['hazelnut'],100,11,/recipes/food/views/frozen-praline-souffles-109048
Cornmeal-Cookie Sundaes with Warm Fruit,3.17,['cardamom' 'cinnamon' 'lemon' 'pecan' 'plum' 'vanilla'],67,6,/recipes/food/views/cornmeal-cookie-sundaes-with-warm-fruit-105248
Cappuccino Cheesecake,3.58,['chocolate' 'coffee' 'graham_cracker' 'vanilla'],92,55,/recipes/food/views/cappuccino-cheesecake-103933
Apricot-Almond Gratins,2.5,['almond' 'apricot' 'brandy'],33,3,/recipes/food/views/apricot-almond-gratins-103076
Lemon Pie with Blueberry Topping,3.42,['blueberry' 'graham_cracker' 'lemon'],90,45,/recipes/food/views/lemon-pie-with-blueberry-topping-104985
Black Pepper and Sour Cream Pastry Dough,3.2,['pepper'],80,5,/recipes/food/views/black-pepper-and-sour-cream-pastry-dough-104778
Banana Cream Pie with Chocolate-Chip-Cookie Crust,3.34,['banana' 'chocolate' 'rum' 'vanilla' 'walnut'],90,48,/recipes/food/views/banana-cream-pie-with-chocolate-chip-cookie-crust-104983
Tarte au Sucré,3.13,['lemon'],83,6,/recipes/food/views/tarte-au-sucre-104986
Old-Fashioned Coconut Cake,3.1,['coconut' 'rum' 'vanilla'],76,133,/recipes/food/views/old-fashioned-coconut-cake-104981
Plum Soup with Honeydew Tarragon Ice,3.83,['lime' 'plum' 'tarragon'],100,5,/recipes/food/views/plum-soup-with-honeydew-tarragon-ice-106767
Frozen Grand Marnier Souffles,3.33,['chocolate' 'orange'],70,11,/recipes/food/views/frozen-grand-marnier-souffles-103166
"New England Blackberry ""Torte""",3.15,['blackberry' 'cinnamon' 'lemon' 'vanilla'],89,20,/recipes/food/views/new-england-blackberry-torte-103734
Brown Sugar-Apple Crisp with Vanilla Ice Cream,2.75,['apple' 'cinnamon' 'lemon' 'vanilla'],63,8,/recipes/food/views/brown-sugar-apple-crisp-with-vanilla-ice-cream-107952
"Cantaloupe, Honeydew, and Almond Bombe",3.0,['almond' 'lime' 'vanilla'],100,1,/recipes/food/views/cantaloupe-honeydew-and-almond-bombe-108188
Strawberry Mousse Parfait,3.0,['lemon' 'strawberry'],73,10,/recipes/food/views/strawberry-mousse-parfait-108195
Nectarine Cake Squares,3.31,['almond' 'lemon' 'vanilla'],100,13,/recipes/food/views/nectarine-cake-squares-106920
Semolina and Ground Almond Cake,3.36,['almond' 'brandy' 'cinnamon' 'clove' 'lemon' 'vanilla'],100,8,/recipes/food/views/semolina-and-ground-almond-cake-104918
Pear and Raisin Mince Pie with Lattice Crust,2.88,['brandy' 'cinnamon' 'clove' 'orange' 'pear' 'raisin' 'vanilla'],75,7,/recipes/food/views/pear-and-raisin-mince-pie-with-lattice-crust-104044
Caramelized Pineapple Sundaes with Chocolate-Coconut Sauce,2.4,['cocoa' 'coconut' 'pineapple' 'vanilla'],60,5,/recipes/food/views/caramelized-pineapple-sundaes-with-chocolate-coconut-sauce-108316
Rhubarb and Ricotta Cheese Puff-Pastry Tartlets,3.63,['rhubarb' 'ricotta'],88,9,/recipes/food/views/rhubarb-and-ricotta-cheese-puff-pastry-tartlets-105090
Chocolate Chip Peanut Butter Cookies,2.85,['chocolate' 'peanut' 'vanilla'],77,40,/recipes/food/views/chocolate-chip-peanut-butter-cookies-104742
Eggnog Crème Brûlée,3.14,['brandy' 'nutmeg' 'rum'],79,41,/recipes/food/views/eggnog-creme-brulee-107529
Sour Cream-Orange Coffee Cake with Chocolate-Pecan Streusel,3.21,['chocolate' 'cinnamon' 'orange' 'pecan' 'vanilla'],85,76,/recipes/food/views/sour-cream-orange-coffee-cake-with-chocolate-pecan-streusel-106234
Pear-Cranberry Crisp with Cinnamon Ice Cream,3.48,['cinnamon' 'cranberry' 'pear' 'walnut'],95,20,/recipes/food/views/pear-cranberry-crisp-with-cinnamon-ice-cream-107328
Flans with Marsala and Caramel Sauce,3.0,['caramel' 'lemon' 'vanilla'],50,2,/recipes/food/views/flans-with-marsala-and-caramel-sauce-107110
Rustic Plum Tart,3.55,['apricot' 'cinnamon' 'ginger' 'plum'],93,44,/recipes/food/views/rustic-plum-tart-105191
Piña Colada Ice Pops,4.0,['coconut' 'pineapple' 'rum'],100,3,/recipes/food/views/pina-colada-ice-pops-354203
Piña Colada Ice Pops,3.25,['coconut' 'pineapple' 'rum'],100,3,/recipes/food/views/pina-colada-ice-pops-103745
Meringue Ice-Cream Cake with Strawberries Remington,2.5,['strawberry' 'vanilla'],50,2,/recipes/food/views/meringue-ice-cream-cake-with-strawberries-remington-15146
Classic Double-Crust Apple Pie,3.39,['apple' 'cinnamon' 'lemon' 'vanilla'],88,104,/recipes/food/views/classic-double-crust-apple-pie-105845
Cream Cheese Turtle Cake,3.16,['almond' 'chocolate' 'cocoa' 'pecan' 'vanilla'],72,71,/recipes/food/views/cream-cheese-turtle-cake-107106
Plum Torte,3.69,['cinnamon' 'plum' 'vanilla'],95,44,/recipes/food/views/plum-torte-108123
Apple Crumb Pie,3.52,['apple' 'cinnamon' 'lemon' 'walnut'],94,34,/recipes/food/views/apple-crumb-pie-107111
Chocolate Pots de Crème,3.86,['chocolate'],98,66,/recipes/food/views/chocolate-pots-de-creme-104100
Hot Fudge-Peppermint Sundaes,3.0,['chocolate' 'vanilla'],100,3,/recipes/food/views/hot-fudge-peppermint-sundaes-103167
Mixed-Berry Chiffon Cake with Almond Cream Cheese Frosting,3.64,['almond' 'blueberry' 'chocolate' 'lemon' 'raspberry' 'vanilla'],85,102,/recipes/food/views/mixed-berry-chiffon-cake-with-almond-cream-cheese-frosting-106656
Coconut Shortbread Fans,3.0,['coconut'],50,2,/recipes/food/views/coconut-shortbread-fans-103793
Chocolate Hazelnut Truffles,3.48,['chocolate' 'cocoa' 'hazelnut'],90,19,/recipes/food/views/chocolate-hazelnut-truffles-105924
Nectarine and Mascarpone Tart in Gingersnap Crust,3.8,['ginger' 'lemon' 'mascarpone' 'peach' 'vanilla'],96,50,/recipes/food/views/nectarine-and-mascarpone-tart-in-gingersnap-crust-106868
Walnut Cheesecakes with Tokay Syrup,3.5,['cinnamon' 'date' 'grape' 'lemon' 'vanilla' 'walnut'],100,2,/recipes/food/views/walnut-cheesecakes-with-tokay-syrup-103968
Pear-Cornmeal Shortcakes with Oven-Roasted Pears,3.67,['apricot' 'cinnamon' 'cranberry' 'lemon' 'pear'],100,3,/recipes/food/views/pear-cornmeal-shortcakes-with-oven-roasted-pears-104049
Caramelized Nuts,3.43,['almond' 'cashew' 'hazelnut' 'honey' 'pecan' 'walnut'],92,12,/recipes/food/views/caramelized-nuts-104774
Orange Cheesecake with Caramel-Orange Sauce,3.17,['graham_cracker' 'orange' 'vanilla'],53,17,/recipes/food/views/orange-cheesecake-with-caramel-orange-sauce-103152
Flourless Chocolate Cake with Coffee Liqueur,3.61,['chocolate' 'coffee' 'vanilla'],93,71,/recipes/food/views/flourless-chocolate-cake-with-coffee-liqueur-104980
Blueberry and Orange Layer Cake with Cream Cheese Frosting,3.19,['blueberry' 'lemon' 'orange' 'vanilla'],87,70,/recipes/food/views/blueberry-and-orange-layer-cake-with-cream-cheese-frosting-105183
Fruit and Nut Chocolate Chunks,3.54,['cashew' 'chocolate' 'cranberry' 'pistachio' 'raisin'],94,30,/recipes/food/views/fruit-and-nut-chocolate-chunks-107771
Coeurs à la Crème with Blackberries,3.0,['blackberry' 'lemon' 'vanilla'],67,4,/recipes/food/views/coeurs-a-la-creme-with-blackberries-104767
Lemon-Ginger Cheesecake,3.71,['ginger' 'lemon'],97,109,/recipes/food/views/lemon-ginger-cheesecake-108255
Chile Lime Tuiles,3.0,['lime'],100,1,/recipes/food/views/chile-lime-tuiles-107040
Kaffir Lime Mousse with Honeydew Water,3.8,['lime'],67,9,/recipes/food/views/kaffir-lime-mousse-with-honeydew-water-107037
"Frozen ""Creamsicle"" Cake",2.77,['orange' 'vanilla'],77,51,/recipes/food/views/frozen-creamsicle-cake-106603
Rhubarb Charlotte,2.67,['lemon' 'rhubarb'],67,5,/recipes/food/views/rhubarb-charlotte-104776
Roasted Pineapple with Star Anise Pineapple Sorbet,2.75,['anise' 'pineapple'],67,3,/recipes/food/views/roasted-pineapple-with-star-anise-pineapple-sorbet-106545
"Peaches ""Foster"" with Cane Syrup Pecan Ice Cream",3.67,['cinnamon' 'peach' 'pecan' 'rum'],100,6,/recipes/food/views/peaches-foster-with-cane-syrup-pecan-ice-cream-109763
"Pineapple ""Lasagna""",0.0,['mango' 'pineapple' 'strawberry'],0,0,/recipes/food/views/pineapple-lasagna-109616
Blueberry-Nectarine Crisp,3.46,['blueberry' 'vanilla'],90,9,/recipes/food/views/blueberry-nectarine-crisp-109714
Lemon Crème Brûlée Tart,3.47,['lemon'],89,83,/recipes/food/views/lemon-creme-brulee-tart-109359
Strawberry and Cream Cake with Cardamom Syrup,3.63,['cardamom' 'lemon' 'strawberry' 'vanilla'],93,46,/recipes/food/views/strawberry-and-cream-cake-with-cardamom-syrup-109344
Banana-Cream Parfaits,3.5,['banana' 'coconut' 'vanilla'],83,6,/recipes/food/views/banana-cream-parfaits-109281
Peach and Pistachio Frangipane Tart,2.29,['apricot' 'orange' 'peach' 'pistachio'],57,7,/recipes/food/views/peach-and-pistachio-frangipane-tart-109814
Mint Granita,3.6,['lemon' 'mint'],100,4,/recipes/food/views/mint-granita-109659
Churros with Spiced Hot Chocolate,3.3,['chocolate' 'cinnamon'],89,17,/recipes/food/views/churros-with-spiced-hot-chocolate-109279
Coconut Shortbread Cookies,3.19,['vanilla'],87,16,/recipes/food/views/coconut-shortbread-cookies-109280
Pedro Ximenez Sherry Cheesecake,0.0,['hazelnut' 'lemon' 'vanilla'],0,0,/recipes/food/views/pedro-ximenez-sherry-cheesecake-109316
Chocolate-Filled Hazelnut Cookies,3.0,['chocolate' 'hazelnut' 'lemon'],69,19,/recipes/food/views/chocolate-filled-hazelnut-cookies-109547
Boca Negra Chocolate Chipotle Cakes,3.89,['chocolate' 'orange' 'vanilla'],91,51,/recipes/food/views/boca-negra-chocolate-chipotle-cakes-109233
"Pear, Chocolate, and Hazelnut Crostata",3.2,['chocolate' 'hazelnut' 'pear'],69,12,/recipes/food/views/pear-chocolate-and-hazelnut-crostata-109283
Warm Crepes with Hazelnut Brown Butter,2.83,['hazelnut' 'lemon'],73,10,/recipes/food/views/warm-crepes-with-hazelnut-brown-butter-109180
Orange-Cardamom Cupcakes with Vanilla Frosting,3.43,['cardamom' 'orange' 'vanilla'],86,28,/recipes/food/views/orange-cardamom-cupcakes-with-vanilla-frosting-109555
Swiss Meringue Buttercream,3.47,['pear'],88,26,/recipes/food/views/swiss-meringue-buttercream-109239
Sweet Potato Pie with Three-Nut Topping,3.47,['almond' 'graham_cracker' 'hazelnut' 'honey' 'pumpkin' 'walnut'],86,38,/recipes/food/views/sweet-potato-pie-with-three-nut-topping-2650
Toblerone Mousse Fondues with Meringues and Fruit,2.75,['apricot' 'chocolate' 'grape' 'strawberry'],50,2,/recipes/food/views/toblerone-mousse-fondues-with-meringues-and-fruit-10288
Chocolate Coconut Sauce,4.0,['chocolate' 'coconut' 'rum'],100,3,/recipes/food/views/chocolate-coconut-sauce-12118
Chocolate Nut Cookies,3.0,['almond' 'cocoa' 'vanilla' 'walnut'],75,4,/recipes/food/views/chocolate-nut-cookies-11928
Nectarine Tarts with Honey Ice Cream,0.0,['cinnamon' 'honey' 'lemon' 'nutmeg' 'vanilla'],0,0,/recipes/food/views/nectarine-tarts-with-honey-ice-cream-2330
Peanut Butter Brittle Ice Cream,3.5,['chocolate' 'peanut' 'vanilla'],100,2,/recipes/food/views/peanut-butter-brittle-ice-cream-15528
Grilled Pound Cake with Sour Cherry and Pecan Ice Cream,3.33,['brandy' 'cherry' 'chocolate' 'pecan' 'vanilla'],100,3,/recipes/food/views/grilled-pound-cake-with-sour-cherry-and-pecan-ice-cream-2295
Coffee-Caramel Ice Cream Pie,2.0,['chocolate' 'coffee'],50,2,/recipes/food/views/coffee-caramel-ice-cream-pie-2557
Chocolate Plum and Walnut Torte,3.67,['apricot' 'brandy' 'chocolate' 'walnut'],67,3,/recipes/food/views/chocolate-plum-and-walnut-torte-2494
Sliced Baked Apples,2.75,['apple' 'cinnamon' 'lemon' 'mint' 'rum'],75,4,/recipes/food/views/sliced-baked-apples-10704
"Kahlua, Toasted Coconut, and Ice-Cream Parfaits",3.25,['coconut' 'vanilla'],100,4,/recipes/food/views/kahlua-toasted-coconut-and-ice-cream-parfaits-12227
Brandied Date and Walnut Pie,3.33,['brandy' 'date' 'nutmeg' 'walnut'],88,8,/recipes/food/views/brandied-date-and-walnut-pie-4353
Strawberry and Chocolate Tart with Walnut Crust,3.33,['chocolate' 'strawberry' 'walnut'],86,13,/recipes/food/views/strawberry-and-chocolate-tart-with-walnut-crust-636
Apple-Rhubarb Crisp,3.62,['apple' 'cinnamon' 'clove' 'oat' 'rhubarb' 'vanilla' 'walnut'],95,42,/recipes/food/views/apple-rhubarb-crisp-1568
Farina Pudding with Fresh Fruit,3.5700000000000003,['honey' 'lime' 'mango' 'strawberry' 'vanilla'],100,4,/recipes/food/views/farina-pudding-with-fresh-fruit-13133
Lemon Swirl Cheesecake,3.36,['graham_cracker' 'lemon' 'mint' 'walnut'],85,34,/recipes/food/views/lemon-swirl-cheesecake-398
Blueberry Compote,3.81,['blueberry' 'lemon'],100,13,/recipes/food/views/blueberry-compote-1222195
Blueberry Compote,3.44,['blueberry' 'lemon'],100,31,/recipes/food/views/blueberry-compote-101038
Blueberry Compote,3.0,['blueberry' 'lemon'],100,1,/recipes/food/views/blueberry-compote-4202
Cherry-Apricot Compote,3.67,['cherry' 'orange' 'peach'],100,5,/recipes/food/views/cherry-apricot-compote-4014
White Chocolate Sauce,2.5,['chocolate'],50,4,/recipes/food/views/white-chocolate-sauce-381
Tropical Fruit with Rum and Lime,3.0,['banana' 'lime' 'mango' 'rum'],100,1,/recipes/food/views/tropical-fruit-with-rum-and-lime-500
Double-Mint Fruit Compote,2.5,['banana' 'mint' 'strawberry' 'vanilla'],50,2,/recipes/food/views/double-mint-fruit-compote-218
Pears Poached in Spiced Red Wine with Bow-Tie Pastries,4.0,['clove' 'lemon' 'pear' 'vanilla'],100,5,/recipes/food/views/pears-poached-in-spiced-red-wine-with-bow-tie-pastries-1901
Cucumber Anise Granita,3.5,['cucumber'],100,2,/recipes/food/views/cucumber-anise-granita-13035
Brazilian Banana and White Chocolate Ice Cream Torte,3.75,['almond' 'banana' 'chocolate' 'lemon' 'strawberry' 'walnut'],100,8,/recipes/food/views/brazilian-banana-and-white-chocolate-ice-cream-torte-2835
Chocolate Chip Ginger Crisps,3.0,['cardamom' 'chocolate' 'cinnamon' 'clove' 'ginger'],78,8,/recipes/food/views/chocolate-chip-ginger-crisps-11542
Chocolate Pudding Cakes,3.52,['chocolate' 'coffee' 'rum' 'vanilla'],85,20,/recipes/food/views/chocolate-pudding-cakes-5815
Raspberry Jam Tart,3.33,['raspberry'],100,3,/recipes/food/views/raspberry-jam-tart-512
Apricot Whip with Berries,0.0,['apricot' 'honey' 'orange' 'strawberry' 'vanilla'],0,0,/recipes/food/views/apricot-whip-with-berries-224
Orange Date-Nut Diamonds,3.5,['chocolate' 'cinnamon' 'date' 'orange' 'walnut'],100,1,/recipes/food/views/orange-date-nut-diamonds-1695
Plum Upside-Down Cake,3.78,['almond' 'cinnamon' 'honey' 'plum' 'vanilla'],99,85,/recipes/food/views/plum-upside-down-cake-288
Chocolate-Covered Fruitcake Balls,2.5,['chocolate'],50,3,/recipes/food/views/chocolate-covered-fruitcake-balls-10927
Spirited Pumpkin Pie,3.46,['allspice' 'cinnamon' 'clove' 'ginger' 'pumpkin' 'rum' 'vanilla'],90,41,/recipes/food/views/spirited-pumpkin-pie-2760
Pumpkin Flan with Pumpkin Seed Praline,3.5,['allspice' 'cinnamon' 'ginger' 'nutmeg' 'pumpkin' 'tequila'],85,24,/recipes/food/views/pumpkin-flan-with-pumpkin-seed-praline-102600
Granita of Pinot Noir with Berries,3.0,['anise' 'clove' 'lemon' 'orange'],50,2,/recipes/food/views/granita-of-pinot-noir-with-berries-5676
